show_id,date_added,release_year,rating,duration,listed_in
s7583,05/01/2018,2017,TV-14,124 min,"Action & Adventure, Dramas, International Movies"
s7584,8/27/2020,2018,TV-MA,87 min,"Dramas, Independent Movies"
s7585,6/30/2019,2013,R,113 min,"Dramas, Independent Movies, Thrillers"
s7586,08/10/2020,2014,R,118 min,"Dramas, Independent Movies, Thrillers"
s7588,07/01/2019,2008,PG-13,97 min,"Dramas, Romantic Movies"
s7591,03/01/2018,2005,TV-PG,161 min,"Comedies, International Movies"
s7592,05/04/2018,2018,TV-MA,116 min,"Comedies, Dramas, International Movies"
s7617,07/01/2019,2018,TV-PG,53 min,Documentaries
s7574,10/01/2017,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
s7593,10/01/2019,2007,PG,104 min,"Comedies, Romantic Movies"
s7595,5/25/2020,2020,TV-Y7,89 min,Children & Family Movies
s7596,8/21/2020,2019,TV-PG,92 min,Children & Family Movies
s7597,09/09/2019,2019,TV-PG,90 min,"Children & Family Movies, Comedies"
s7599,01/01/2018,2017,TV-14,50 min,Documentaries
s7601,07/01/2019,2018,TV-G,113 min,Documentaries
s7602,07/01/2019,2017,TV-PG,53 min,Documentaries
s7603,07/01/2019,2017,TV-PG,54 min,Documentaries
s7604,07/01/2019,2017,TV-PG,53 min,Documentaries
s7605,07/01/2019,2017,TV-G,54 min,Documentaries
s7606,07/01/2019,2018,TV-14,113 min,Documentaries
s7607,07/01/2019,2017,TV-G,53 min,Documentaries
s7608,07/01/2019,2017,TV-PG,53 min,Documentaries
s7609,07/01/2019,2018,TV-PG,53 min,Documentaries
s7610,07/01/2019,2017,TV-14,54 min,Documentaries
s7612,07/01/2019,2017,TV-PG,52 min,Documentaries
s7613,07/01/2019,2017,TV-PG,54 min,Documentaries
s7614,07/01/2019,2017,TV-PG,54 min,Documentaries
s7615,07/01/2019,2018,TV-G,53 min,Documentaries
s7616,07/01/2019,2017,TV-PG,53 min,Documentaries
s7620,07/03/2020,2017,PG-13,86 min,"Dramas, Thrillers"
s7621,08/02/2019,1995,PG-13,102 min,Dramas
s7622,01/01/2018,2016,TV-MA,114 min,"Documentaries, Music & Musicals"
s7623,4/14/2018,2009,R,99 min,Dramas
s7626,12/31/2017,2012,TV-PG,55 min,"Documentaries, International Movies"
s7627,4/15/2018,2015,TV-MA,91 min,"Documentaries, International Movies, Music & Musicals"
s7631,01/01/2018,2013,NR,117 min,"Dramas, Independent Movies, International Movies"
s7632,8/25/2018,2013,TV-MA,124 min,"Dramas, Independent Movies, International Movies"
s7634,12/28/2018,2016,R,122 min,"Documentaries, International Movies, Music & Musicals"
s7635,7/19/2018,2014,R,84 min,"Comedies, Dramas, Independent Movies"
s7636,9/19/2019,2009,G,84 min,"Documentaries, International Movies"
s7637,01/03/2019,2018,R,120 min,"Action & Adventure, Sci-Fi & Fantasy"
s7638,11/01/2019,1960,TV-PG,127 min,"Action & Adventure, Classic Movies, Comedies"
s7639,10/01/2019,2007,PG-13,122 min,"Action & Adventure, Comedies"
s7640,10/01/2019,2004,PG-13,125 min,"Action & Adventure, Comedies"
s7646,7/25/2018,2015,TV-MA,106 min,"Comedies, Horror Movies, International Movies"
s7642,09/01/2016,2015,TV-MA,107 min,"Comedies, International Movies"
s7643,3/30/2017,2016,R,91 min,Action & Adventure
s7644,7/25/2018,2011,TV-MA,103 min,"Comedies, Horror Movies, International Movies"
s7645,8/16/2018,2012,TV-MA,103 min,"Comedies, Horror Movies, International Movies"
s7648,4/19/2017,2017,TV-14,102 min,Documentaries
s7649,11/15/2016,2013,TV-PG,1 Season,Docuseries
s7651,4/25/2019,2012,TV-MA,97 min,"Comedies, International Movies, Romantic Movies"
s7652,08/02/2018,1983,TV-14,89 min,"Action & Adventure, International Movies"
s7653,01/10/2018,2017,TV-14,92 min,"Documentaries, Faith & Spirituality"
s7654,05/01/2018,2016,TV-14,107 min,"Dramas, International Movies"
s7655,08/01/2018,2018,TV-14,86 min,"Documentaries, Music & Musicals"
s7656,08/01/2018,2018,TV-PG,70 min,"Documentaries, Music & Musicals"
s7657,08/01/2018,2018,TV-MA,66 min,"Documentaries, Music & Musicals"
s7658,08/01/2018,2018,TV-PG,72 min,"Documentaries, Music & Musicals"
s7659,4/15/2020,2019,TV-MA,111 min,"Dramas, International Movies"
s8093,11/01/2018,2015,TV-PG,91 min,Documentaries
s7660,11/20/2019,1968,PG-13,166 min,"Action & Adventure, Classic Movies, International Movies"
s7661,09/05/2018,2016,TV-PG,135 min,"Dramas, International Movies, Romantic Movies"
s7662,10/01/2019,2013,PG,92 min,"Documentaries, Music & Musicals"
s7674,04/01/2020,2018,TV-MA,93 min,Documentaries
s7664,8/25/2019,2018,TV-MA,92 min,Dramas
s7665,1/15/2018,2017,TV-MA,89 min,Documentaries
s7666,10/15/2017,2016,TV-MA,93 min,"Dramas, International Movies, Music & Musicals"
s7668,5/15/2018,2013,R,90 min,"Cult Movies, Independent Movies, Thrillers"
s7669,11/15/2018,2015,TV-MA,76 min,"Documentaries, International Movies"
s7670,09/01/2019,2006,PG,86 min,"Children & Family Movies, Comedies"
s7671,1/15/2018,2016,NR,111 min,"Action & Adventure, Dramas, International Movies"
s7673,08/05/2017,2016,TV-MA,124 min,"Action & Adventure, International Movies"
s7677,11/27/2018,2018,TV-MA,139 min,"Action & Adventure, International Movies"
s7678,2/16/2017,2016,TV-MA,91 min,"Comedies, Dramas, Independent Movies"
s7679,8/16/2018,1984,TV-MA,86 min,"Action & Adventure, International Movies"
s7681,08/01/2018,2017,TV-14,122 min,"Comedies, Dramas, International Movies"
s7682,10/15/2017,2017,TV-MA,96 min,"Dramas, Independent Movies, International Movies"
s7683,3/15/2017,2014,TV-PG,88 min,"Dramas, International Movies"
s7684,09/10/2019,2019,TV-MA,93 min,"Documentaries, International Movies"
s7685,06/01/2020,2018,PG-13,90 min,"Horror Movies, Thrillers"
s7687,2/15/2019,2018,TV-MA,102 min,Action & Adventure
s7688,5/31/2019,2006,TV-MA,105 min,"Horror Movies, International Movies"
s7689,08/01/2018,2015,TV-14,117 min,"Comedies, Independent Movies, International Movies"
s7691,04/01/2019,2007,PG-13,126 min,"Dramas, Romantic Movies"
s7692,07/01/2018,2017,TV-14,89 min,"Dramas, International Movies"
s7693,3/23/2018,2007,NR,82 min,"Documentaries, International Movies"
s7695,7/26/2018,2007,TV-MA,82 min,"Action & Adventure, International Movies"
s7696,11/01/2019,2002,R,98 min,"Action & Adventure, Dramas"
s7697,02/01/2018,2016,R,96 min,Dramas
s7698,8/16/2018,1988,TV-PG,108 min,"Dramas, International Movies"
s7700,6/30/2016,2015,TV-14,91 min,"Documentaries, International Movies, Sports Movies"
s7701,05/01/2016,2015,TV-MA,163 min,"Dramas, International Movies, Romantic Movies"
s7702,08/01/2019,2002,R,112 min,Thrillers
s7703,12/08/2017,2000,TV-PG,137 min,"Comedies, Dramas, International Movies"
s7704,4/20/2019,2018,TV-MA,89 min,"Dramas, Independent Movies, Romantic Movies"
s7705,01/01/2020,2007,R,86 min,"Horror Movies, Thrillers"
s7707,03/01/2018,1997,TV-14,187 min,"Dramas, International Movies, Romantic Movies"
s7708,07/01/2018,2017,TV-PG,109 min,"Dramas, Independent Movies, International Movies"
s7709,02/01/2017,1990,R,77 min,"Classic Movies, Cult Movies, Documentaries"
s7712,01/01/2021,1992,R,84 min,Action & Adventure
s7713,10/22/2017,2011,TV-PG,140 min,"Dramas, International Movies, Sports Movies"
s7714,1/29/2018,2017,TV-14,68 min,Documentaries
s7715,01/01/2020,1992,R,117 min,Action & Adventure
s7716,03/10/2017,2014,TV-MA,105 min,"Comedies, International Movies, Romantic Movies"
s7717,11/01/2020,2009,PG,91 min,"Action & Adventure, Comedies"
s7718,07/01/2018,2016,TV-14,104 min,"Dramas, International Movies"
s7720,07/01/2018,2009,TV-14,114 min,"Comedies, International Movies"
s7721,09/01/2018,2013,TV-MA,112 min,"Comedies, Horror Movies, International Movies"
s7734,12/31/2019,2018,TV-MA,108 min,"Dramas, International Movies, Thrillers"
s7723,12/18/2014,1988,TV-PG,48 min,Movies
s7724,8/25/2017,2016,TV-MA,95 min,"Dramas, International Movies"
s7725,04/01/2019,2006,PG,89 min,"Children & Family Movies, Comedies, Romantic Movies"
s7727,2/28/2017,2016,TV-MA,108 min,"Dramas, LGBTQ Movies"
s7728,4/30/2019,2017,TV-MA,72 min,Documentaries
s7729,01/01/2019,2007,R,109 min,Thrillers
s7731,02/01/2019,2016,R,105 min,"Dramas, International Movies, Thrillers"
s7732,03/09/2017,2016,TV-MA,92 min,Documentaries
s7733,8/18/2018,2018,PG,95 min,"Children & Family Movies, Comedies"
s7735,10/01/2017,2015,PG,85 min,"Action & Adventure, Dramas, International Movies"
s7736,07/01/2019,1993,PG-13,126 min,"Classic Movies, Dramas, LGBTQ Movies"
s7737,1/15/2018,2015,TV-14,118 min,"International Movies, Romantic Movies"
s7738,09/05/2018,2009,TV-MA,125 min,"Horror Movies, International Movies"
s7739,09/01/2019,2012,TV-14,112 min,"Comedies, International Movies, Romantic Movies"
s7740,12/31/2019,2017,TV-14,96 min,"Dramas, Independent Movies, International Movies"
s7741,08/02/2020,2018,TV-PG,81 min,"Children & Family Movies, Documentaries"
s7742,6/29/2019,2018,TV-MA,81 min,Romantic Movies
s7743,11/15/2018,2017,TV-PG,92 min,"Dramas, Independent Movies, International Movies"
s7744,02/01/2017,1946,TV-14,1 Season,TV Shows
s7745,03/01/2018,2002,TV-MA,127 min,"Dramas, International Movies, Music & Musicals"
s7746,3/15/2018,1998,TV-MA,81 min,"Dramas, International Movies"
s7747,7/13/2019,2018,TV-MA,133 min,"Dramas, Independent Movies, International Movies"
s7749,4/22/2015,2006,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows"
s7750,06/01/2020,2010,TV-14,81 min,"Action & Adventure, Sci-Fi & Fantasy"
s7751,01/01/2018,2016,TV-MA,108 min,"Dramas, International Movies"
s7752,11/01/2020,1986,R,120 min,"Action & Adventure, Classic Movies, Dramas"
s7753,12/01/2017,1980,TV-14,149 min,Dramas
s7754,04/05/2019,2018,TV-MA,92 min,"Documentaries, International Movies"
s7755,01/03/2019,2018,PG,96 min,"Documentaries, Faith & Spirituality, International Movies"
s7756,11/24/2019,1980,PG,114 min,"Action & Adventure, Children & Family Movies, Comedies"
s7758,4/16/2018,2016,TV-MA,77 min,"Dramas, Independent Movies, Romantic Movies"
s7759,2/19/2019,2018,TV-MA,90 min,"Dramas, Independent Movies, LGBTQ Movies"
s7757,9/25/2019,2018,TV-14,8 Seasons,TV Comedies
s7779,01/01/2016,2014,TV-Y7,55 min,Movies
s7796,10/18/2020,2017,TV-Y,1 Season,"Kids' TV, TV Comedies"
s7789,01/01/2016,2013,TV-Y7,24 min,Children & Family Movies
s7790,12/01/2017,2013,TV-MA,106 min,"Dramas, Independent Movies, International Movies"
s7791,3/31/2017,1942,TV-14,52 min,"Classic Movies, Documentaries"
s7792,2/15/2018,2013,TV-14,127 min,"International Movies, Romantic Movies"
s7793,4/15/2016,2015,NR,86 min,Documentaries
s7794,12/01/2019,1996,R,131 min,"Dramas, Thrillers"
s7795,8/31/2018,1984,TV-14,93 min,"Comedies, International Movies, Romantic Movies"
s7797,02/05/2018,2017,TV-MA,97 min,"Dramas, Independent Movies, LGBTQ Movies"
s7798,08/06/2019,2018,TV-MA,84 min,"Comedies, Romantic Movies"
s7800,06/01/2019,2019,TV-MA,83 min,Documentaries
s7802,03/01/2018,2000,TV-14,165 min,"Action & Adventure, Dramas, International Movies"
s7803,01/01/2019,1994,R,154 min,"Classic Movies, Cult Movies, Dramas"
s7804,11/01/2017,2014,TV-14,158 min,"Dramas, International Movies"
s7805,12/27/2017,2012,R,89 min,Action & Adventure
s7806,05/01/2017,2011,TV-14,149 min,"Comedies, Dramas, International Movies"
s7808,03/11/2020,2019,TV-MA,96 min,"Documentaries, Sports Movies"
s7810,8/31/2020,2008,PG-13,106 min,Action & Adventure
s7812,04/06/2019,2015,PG-13,128 min,Dramas
s7815,08/01/2018,2008,PG,98 min,"Children & Family Movies, Comedies"
s7817,07/01/2019,2009,PG,99 min,Children & Family Movies
s7818,09/01/2019,2008,R,113 min,"Dramas, Independent Movies"
s7819,04/12/2017,2013,TV-MA,71 min,"Documentaries, International Movies, Sports Movies"
s7820,01/01/2017,2015,TV-PG,83 min,"Dramas, International Movies"
s7821,10/01/2019,1980,R,129 min,"Classic Movies, Dramas, Sports Movies"
s7822,03/01/2018,2015,TV-14,117 min,"Dramas, International Movies"
s7823,9/16/2016,2015,NR,93 min,Documentaries
s7824,8/19/2017,2016,TV-14,124 min,"Action & Adventure, Comedies, International Movies"
s7825,05/01/2017,1996,TV-14,177 min,"Dramas, International Movies, Romantic Movies"
s7826,12/31/2019,1974,TV-PG,104 min,"Comedies, Dramas, Independent Movies"
s7827,06/11/2019,2018,PG,113 min,"Children & Family Movies, Comedies"
s7828,12/31/2019,1985,TV-14,178 min,"Classic Movies, Dramas, International Movies"
s7830,7/31/2019,2018,TV-PG,90 min,"Dramas, International Movies"
s7831,12/31/2019,2005,TV-14,154 min,"Comedies, Dramas, International Movies"
s7832,5/26/2019,2018,TV-MA,122 min,"Action & Adventure, Horror Movies, International Movies"
s7833,3/15/2018,2010,TV-MA,115 min,"Horror Movies, International Movies, Thrillers"
s7834,08/01/2018,2017,TV-14,126 min,"Dramas, International Movies, Music & Musicals"
s7835,12/16/2016,2016,NR,88 min,Documentaries
s7837,6/20/2019,2011,TV-14,99 min,"Dramas, International Movies"
s7838,10/22/2017,2011,TV-PG,144 min,"Comedies, International Movies, Romantic Movies"
s7849,03/10/2017,2016,TV-PG,24 min,Documentaries
s7840,11/01/2019,1955,PG-13,111 min,"Classic Movies, Dramas"
s7842,6/25/2019,2018,TV-MA,73 min,Dramas
s7844,12/11/2017,2016,TV-MA,81 min,Horror Movies
s7845,12/31/2019,1984,PG-13,114 min,"Action & Adventure, Cult Movies"
s7846,9/15/2018,2017,TV-14,112 min,"Dramas, International Movies"
s7847,3/24/2018,2017,TV-PG,80 min,"Documentaries, International Movies"
s7850,05/09/2019,2015,TV-MA,100 min,"Action & Adventure, Dramas, International Movies"
s7852,6/13/2016,2012,R,96 min,"Documentaries, Music & Musicals"
s7853,8/21/2017,2015,TV-PG,88 min,"Action & Adventure, Comedies, International Movies"
s7854,7/26/2018,2015,R,95 min,"Action & Adventure, Dramas"
s7855,08/01/2020,2010,PG-13,112 min,"Dramas, Romantic Movies"
s7856,06/01/2020,2017,PG-13,112 min,"Dramas, Sci-Fi & Fantasy"
s7976,4/22/2017,2013,TV-14,55 min,Documentaries
s7858,01/01/2020,2010,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s7859,01/01/2018,2017,TV-MA,97 min,"Documentaries, Music & Musicals"
s7860,9/26/2017,2016,TV-MA,94 min,Documentaries
s7861,8/16/2018,1980,R,97 min,"Action & Adventure, Comedies, International Movies"
s7862,03/01/2017,2016,NR,118 min,"Dramas, International Movies"
s7864,7/21/2018,2014,R,95 min,"Action & Adventure, Dramas, Independent Movies"
s7865,02/01/2018,2017,TV-PG,1 Season,"British TV Shows, Kids' TV"
s7866,11/01/2019,2008,R,120 min,"Dramas, Romantic Movies"
s7867,12/03/2016,2012,NR,84 min,"Dramas, Independent Movies, International Movies"
s7869,06/01/2019,2008,R,101 min,"Dramas, Thrillers"
s7870,05/01/2018,2015,TV-14,103 min,"Dramas, International Movies"
s7872,12/15/2017,2013,TV-MA,83 min,"Horror Movies, International Movies"
s7874,11/01/2017,2011,TV-MA,107 min,"Dramas, Independent Movies, International Movies"
s7875,12/31/2019,2010,TV-14,136 min,"Dramas, Independent Movies, International Movies"
s7876,07/01/2016,2015,TV-14,96 min,"Dramas, International Movies"
s7877,05/01/2018,2016,TV-14,45 min,"Documentaries, International Movies"
s7878,05/01/2019,2018,TV-14,92 min,"Action & Adventure, Independent Movies, International Movies"
s7894,11/01/2017,2016,TV-PG,62 min,"Documentaries, International Movies, Music & Musicals"
s7880,08/01/2019,1976,PG,120 min,"Action & Adventure, Classic Movies, Dramas"
s7881,08/01/2019,1979,PG,119 min,"Dramas, Sports Movies"
s7882,08/01/2019,1982,PG,100 min,"Dramas, Sports Movies"
s7883,08/01/2019,1985,PG,92 min,"Dramas, Sports Movies"
s7884,08/01/2019,1990,PG-13,104 min,"Dramas, Sports Movies"
s7885,1/17/2017,2017,R,93 min,"Action & Adventure, Sci-Fi & Fantasy"
s7886,4/19/2019,2014,TV-MA,98 min,"Dramas, International Movies"
s7887,08/08/2019,2018,TV-MA,80 min,Documentaries
s7888,09/08/2017,2015,TV-MA,79 min,Documentaries
s7889,11/01/2017,2014,TV-14,122 min,"Action & Adventure, Comedies, Music & Musicals"
s7890,7/19/2018,2015,R,118 min,"Dramas, Independent Movies"
s7891,03/01/2019,2017,TV-MA,89 min,"Comedies, Independent Movies"
s7892,07/01/2019,2012,TV-Y7,26 min,"Children & Family Movies, Independent Movies"
s7895,11/01/2019,1968,R,137 min,"Classic Movies, Horror Movies, Thrillers"
s7896,11/01/2019,1998,R,121 min,Dramas
s7897,5/18/2017,2016,TV-PG,8 Seasons,"TV Comedies, TV Dramas"
s7899,04/01/2018,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies"
s7900,9/15/2017,2016,TV-MA,92 min,"Action & Adventure, Independent Movies"
s7901,11/01/2019,1995,R,89 min,"Action & Adventure, Comedies, International Movies"
s7902,08/01/2019,2005,PG-13,97 min,"Comedies, Romantic Movies"
s7903,03/01/2018,2004,TV-14,134 min,"Action & Adventure, International Movies, Music & Musicals"
s7904,12/01/2020,1999,PG,116 min,"Comedies, Romantic Movies"
s7905,6/19/2019,2018,TV-14,110 min,"Dramas, Romantic Movies"
s7906,08/01/2019,2018,TV-14,88 min,Thrillers
s7908,05/10/2015,2015,PG,93 min,"Children & Family Movies, Comedies, Sports Movies"
s7910,10/14/2013,2013,NR,72 min,Stand-Up Comedy
s7911,01/06/2017,2016,TV-14,141 min,"Dramas, International Movies"
s7912,6/15/2017,2016,TV-MA,82 min,"Documentaries, International Movies"
s7913,01/01/2021,2003,PG-13,117 min,Action & Adventure
s7914,12/31/2019,1982,TV-14,118 min,"Dramas, Independent Movies, International Movies"
s7915,3/21/2017,2013,TV-MA,91 min,"Documentaries, International Movies"
s7916,03/10/2017,2014,TV-MA,105 min,"Dramas, International Movies, Romantic Movies"
s7917,8/22/2017,2016,TV-14,94 min,"Comedies, Sci-Fi & Fantasy"
s7918,12/31/2019,1983,TV-14,137 min,"Dramas, International Movies, Romantic Movies"
s7919,12/15/2016,2014,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s7920,05/01/2017,2016,TV-MA,61 min,"Documentaries, International Movies"
s7921,8/13/2020,2012,R,86 min,"Comedies, Independent Movies, Romantic Movies"
s7922,01/01/2017,2016,TV-MA,118 min,"Dramas, International Movies"
s7923,04/01/2018,2016,TV-14,173 min,"Dramas, International Movies, Romantic Movies"
s7924,2/15/2018,2007,TV-PG,152 min,"Dramas, International Movies, Music & Musicals"
s7925,6/22/2019,2014,TV-14,99 min,"Dramas, International Movies"
s7926,9/15/2018,2017,TV-MA,110 min,"Dramas, International Movies"
s7927,03/01/2018,2017,TV-PG,116 min,"Dramas, International Movies"
s7928,06/06/2019,2013,TV-14,107 min,"Comedies, International Movies"
s7929,12/14/2018,2018,PG-13,109 min,"Action & Adventure, Dramas, Faith & Spirituality"
s7931,3/31/2017,1945,TV-14,32 min,"Classic Movies, Documentaries"
s7932,01/01/2018,2008,TV-14,122 min,"Comedies, Dramas, International Movies"
s7933,12/31/2019,1964,TV-14,228 min,"Classic Movies, Dramas, International Movies"
s7934,11/17/2017,2014,TV-PG,86 min,"Children & Family Movies, Comedies"
s7935,12/20/2015,2010,TV-G,72 min,Children & Family Movies
s7936,9/21/2019,2010,PG-13,102 min,"Dramas, International Movies"
s7974,2/22/2017,2014,TV-PG,55 min,"Documentaries, International Movies"
s7937,12/01/2017,2015,TV-14,140 min,"Comedies, International Movies, Music & Musicals"
s7938,10/15/2017,2016,TV-PG,145 min,"Action & Adventure, Comedies, International Movies"
s7939,2/15/2018,2005,TV-14,126 min,"Dramas, International Movies"
s7940,07/01/2018,2017,TV-14,133 min,"Dramas, International Movies"
s7941,1/30/2019,2008,TV-14,141 min,"Dramas, Faith & Spirituality, International Movies"
s7942,06/01/2019,2018,TV-MA,78 min,"Documentaries, Music & Musicals"
s7944,3/15/2018,2012,TV-14,150 min,"Dramas, International Movies, Music & Musicals"
s7945,12/31/2019,1982,TV-14,153 min,"Comedies, Cult Movies, Dramas"
s7946,10/06/2020,2017,TV-MA,83 min,"Dramas, LGBTQ Movies"
s7947,11/01/2017,2017,TV-MA,95 min,"Action & Adventure, Independent Movies"
s7948,6/13/2019,2018,TV-MA,93 min,"Comedies, International Movies, Romantic Movies"
